name,street,model,bedrooms,bathrooms,district,region,planning_area,subszone,lat,lng,tenure,built_year,no_of_units,area_size,price
hyll on holland,holland road,condominium,2.0,1.0,10,central region,bukit timah,leedon park,1.31049636845377,103.802392230378,1,1985.0,319.0,614.0,1686700.0
leedon green,26 leedon heights ,condominium,2.0,1.0,10,central region,bukit timah,farrer court,1.31356614088715,103.803217953455,1,1930.0,638.0,538.0,1566400.0
the sail @ marina bay,marina boulevard,apartment,1.0,1.0,1,central region,downtown core,central subzone,1.28076943504219,103.852658562152,0,2008.0,1111.0,689.0,2079000.0
the florence residences,hougang avenue 2,apartment,1.0,1.0,19,north-east region,hougang,kovan,1.36721571020099,103.887069987475,0,1930.0,1410.0,474.0,880000.0
verticus,jalan kemaman,apartment,1.0,1.0,12,central region,novena,balestier,1.3263563813243202,103.850660162189,1,1960.0,162.0,463.0,1145100.0
pullman residences newton,dunearn road,apartment,4.0,3.0,11,central region,novena,moulmein,1.31467262956125,103.839010845653,1,1930.0,340.0,1378.0,4393400.0
royalgreen,anamalai avenue,condominium,4.0,4.0,10,central region,bukit timah,holland road,1.33161839267294,103.794252400987,1,2021.0,285.0,1259.0,3935600.0
parc clematis,6 jalan lempeng ,apartment,5.0,5.0,5,west region,clementi,faber,1.3178794004561398,103.760054234833,0,1930.0,1468.0,1711.0,3300000.0
jewel of balmoral,7c balmoral park ,apartment,2.0,2.0,10,central region,tanglin,nassim,1.31588531707827,103.827486151573,1,2000.0,16.0,818.0,1826000.0
mayfair modern,rifle range road,condominium,2.0,2.0,21,central region,bukit timah,swiss club,1.33718821380367,103.781736456,0,1975.5,171.0,689.0,1596400.0
fourth avenue residences,fourth avenue,apartment,1.0,1.0,10,central region,bukit timah,coronation road,1.3297125646108705,103.796996065203,0,1930.0,476.0,484.0,1210000.0
mon jervois,jervois road,condominium,3.0,3.0,10,central region,tanglin,chatsworth,1.2938490755616598,103.821581749873,0,2016.0,109.0,2626.0,4332900.0
amber park,amber gardens,condominium,5.0,4.0,15,central region,marine parade,marine parade,1.3004682373456,103.899919640176,1,1986.0,592.0,2142.0,5533100.0
meyer mansion,meyer road,apartment,2.0,1.0,15,central region,marine parade,mountbatten,1.29647219511777,103.891034649257,1,1930.0,200.0,689.0,2145000.0
sengkang grand residences,compassvale bow,apartment,4.0,3.0,19,north-east region,sengkang,compassvale,1.3823880275650702,103.892136541911,0,2016.0,680.0,1313.0,2380400.0
lumiere,2 mistri road ,apartment,1.0,1.0,2,central region,downtown core,tanjong pagar,1.27426245685335,103.846025087372,0,2010.0,168.0,506.0,1083500.0
the minton,hougang street 11,condominium,2.0,2.0,19,north-east region,hougang,lorong ah soo,1.3513904432788,103.881242080921,0,2013.0,1145.0,936.0,1287000.0
the trilinq,jalan lempeng,condominium,1.0,1.0,5,west region,clementi,faber,1.3182475031588703,103.762081253712,0,2017.0,755.0,538.0,990000.0
robin residences,5 robin drive ,condominium,2.0,2.0,10,central region,tanglin,nassim,1.31894751459808,103.828273521858,1,2015.0,134.0,710.0,1952500.0
canninghill piers,clarke quay,apartment,3.0,2.0,6,central region,singapore river,clarke quay,1.2914248297393,103.844383363038,0,1970.0,696.0,829.0,2448600.0
the claymore,25 claymore road ,condominium,3.0,3.0,9,central region,newton,orange grove,1.30783864295486,103.831055432986,1,1985.0,146.0,2680.0,8800000.0
tanamera crest,pari dedap walk,condominium,3.0,3.0,16,east region,bedok,bedok north,1.33210494519976,103.942079542636,0,2004.0,288.0,1163.0,1276000.0
mooi residences,holland road,apartment,2.0,1.0,10,central region,bukit timah,leedon park,1.31257730599051,103.79835625246,1,1930.0,24.0,592.0,1525600.0
reflections at keppel bay,keppel bay view,condominium,2.0,2.0,4,central region,bukit merah,maritime square,1.26816216653267,103.814379904552,0,2011.0,1129.0,1098.0,2079000.0
verdale,10 de souza avenue ,apartment,4.0,3.0,21,central region,bukit timah,anak bukit,1.3450158758703998,103.769771109783,0,1960.0,258.0,1410.0,2640000.0
sophia residence,sophia road,condominium,3.0,3.0,9,central region,rochor,mount emily,1.30158083491052,103.848507995671,1,2014.0,272.0,1452.0,2956800.0
floraview,5 ang mo kio street 66 ,apartment,2.0,2.0,20,north-east region,ang mo kio,yio chu kang east,1.3915146478717602,103.850733365532,1,2017.0,90.0,721.0,1100000.0
nyon,12 amber road ,apartment,2.0,1.0,15,central region,marine parade,marine parade,1.29980838493639,103.898492758597,1,2021.0,92.0,721.0,2038300.0
the orchard residences,orchard boulevard,apartment,4.0,4.0,9,central region,orchard,boulevard,1.30383691559687,103.831707804361,0,2010.0,175.0,2852.0,10890000.0
affinity at serangoon,serangoon north avenue 1,apartment,2.0,1.0,19,north-east region,serangoon,serangoon garden,1.36629534739616,103.874480824591,0,2015.0,1052.0,538.0,1020800.0
marina one residences,23 marina way ,apartment,3.0,3.0,1,central region,downtown core,central subzone,1.2772242561628302,103.853694940241,0,2017.0,1042.0,1582.0,4887600.0
reflections at keppel bay,keppel bay view,condominium,3.0,3.0,4,central region,bukit merah,maritime square,1.26816216653267,103.814379904552,0,2011.0,1129.0,1615.0,3850000.0
26 newton,newton road,apartment,2.0,2.0,11,central region,novena,moulmein,1.3156928164723998,103.841615456446,1,2016.0,180.0,775.0,1935700.0
leedon green,26 leedon heights ,condominium,1.0,1.0,10,central region,bukit timah,farrer court,1.31356614088715,103.803217953455,1,1930.0,638.0,474.0,1459300.0
guilin view,26 bukit batok street 52 ,condominium,4.0,3.0,23,west region,bukit batok,guilin,1.35484632079631,103.752770846817,0,2000.0,655.0,1282.0,1309000.0
heron bay,59 upper serangoon view ,condominium,4.0,3.0,19,north-east region,hougang,kangkar,1.37669739983417,103.903413816668,0,2015.0,394.0,2400.0,2398000.0
v on shenton,shenton way,apartment,4.0,7.0,1,central region,downtown core,cecil,1.27708340707631,103.849181343548,0,2017.0,510.0,6200.0,20680000.0
park colonial,2 woodleigh lane ,condominium,2.0,1.0,13,central region,toa payoh,woodleigh,1.33848269211186,103.86884654560998,0,2021.0,805.0,635.0,1507000.0
marina collection,cove drive,condominium,4.0,3.0,4,central region,southern islands,sentosa,1.24297424636053,103.839164641252,0,2011.0,124.0,2519.0,5087500.0
the santorini,tampines street 86,condominium,2.0,2.0,18,east region,tampines,tampines west,1.35166623960192,103.92816568817,0,2017.0,597.0,915.0,1210000.0
liv on sophia,adis road,apartment,2.0,2.0,9,central region,rochor,mount emily,1.30106744301014,103.847993603538,1,2016.0,64.0,538.0,1419000.0
the florence residences,hougang avenue 2,apartment,2.0,1.0,19,north-east region,hougang,kovan,1.36721571020099,103.887069987475,0,1930.0,1410.0,635.0,1248500.0
euhabitat,332 jalan eunos ,condominium,1.0,1.0,14,east region,bedok,kaki bukit,1.3282124234643502,103.907086070579,0,2015.0,748.0,528.0,770000.0
the atelier,2 makeway avenue ,apartment,3.0,2.0,9,central region,novena,moulmein,1.31283039144925,103.841544287772,1,1930.0,120.0,1173.0,3326200.0
parc sophia,adis road,apartment,1.0,1.0,9,central region,rochor,mount emily,1.30156333624985,103.847382274312,1,2011.0,152.0,624.0,1193500.0
south beach residences,28 beach road ,apartment,2.0,2.0,7,central region,downtown core,city hall,1.29438518375248,103.8560297971,0,2016.0,190.0,1593.0,5764800.0
treasure at tampines,1 tampines lane ,condominium,4.0,3.0,18,east region,tampines,tampines east,1.34503342838494,103.946749425598,0,1930.0,2203.0,1345.0,1842500.0
grandeur park residences,9 bedok south avenue 3 ,condominium,2.0,2.0,16,east region,bedok,bedok south,1.32531245939912,103.94517032610202,0,2020.0,720.0,667.0,1320000.0
brookvale drive,brookvale drive,condominium,4.0,4.0,21,west region,clementi,sunset way,1.33102936528877,103.767519926051,0,1930.0,660.0,1249.0,2527800.0
sims urban oasis,2 sims drive ,condominium,2.0,1.0,14,central region,geylang,aljunied,1.3191895872053898,103.881380824314,0,2017.0,1024.0,624.0,1210000.0
citylights,jellicoe road,condominium,4.0,3.0,8,central region,kallang,lavender,1.3088957673265802,103.863068603426,0,2007.0,600.0,1442.0,2750000.0
phoenix residences,phoenix avenue,apartment,2.0,1.0,23,west region,bukit batok,gombak,1.37525459469413,103.757531008357,0,2005.0,74.0,721.0,1188000.0
bartley ridge,30 mount vernon road ,condominium,1.0,1.0,13,central region,toa payoh,joo seng,1.34068943123564,103.880558721669,0,2016.0,868.0,463.0,902000.0
111 emerald hill,111 emerald hill road ,apartment,3.0,3.0,9,central region,newton,cairnhill,1.30505921341794,103.83923580687,1,2011.0,40.0,1970.0,5698000.0
sloane residences,balmoral road,apartment,2.0,2.0,10,central region,tanglin,nassim,1.31568887219293,103.832317948898,1,2021.0,52.0,743.0,2810500.0
pullman residences newton,18 dunearn road ,apartment,1.0,1.0,11,central region,novena,moulmein,1.31467262956125,103.839010845653,1,1930.0,340.0,463.0,1460800.0
riverbank @ fernvale,11 fernvale close ,condominium,2.0,2.0,28,north-east region,sengkang,fernvale,1.39459641963935,103.881117176349,0,2017.0,555.0,710.0,913000.0
sengkang grand residences,compassvale bow,apartment,3.0,3.0,19,north-east region,sengkang,compassvale,1.3823880275650702,103.892136541911,0,2016.0,680.0,1032.0,1815000.0
forett@bukit timah,toh tuck road,apartment,3.0,2.0,21,central region,bukit timah,anak bukit,1.33990853882395,103.767523150763,1,1930.0,216.0,947.0,1958000.0
d'mira,boon teck road,apartment,4.0,3.0,12,central region,novena,balestier,1.32751838640442,103.849853998922,1,2012.0,65.0,1507.0,2585000.0
commonwealth towers,commonwealth avenue,condominium,3.0,2.0,3,central region,queenstown,margaret drive,1.29573433474414,103.806030198974,0,2017.0,845.0,1033.0,2398000.0
clementi park,119 sunset way ,condominium,4.0,3.0,21,west region,clementi,sunset way,1.3284663818796298,103.765938829419,1,1986.0,489.0,2195.0,3520000.0
irwell hill residences,2 irwell hill ,apartment,2.0,1.0,9,central region,river valley,leonie hill,1.2972590729906102,103.831023686317,0,1976.0,540.0,614.0,1766600.0
lake life,tao ching road,executive condominium,4.0,3.0,22,west region,jurong west,taman jurong,1.33215538990119,103.723817615498,0,2016.0,546.0,1249.0,1738000.0
the m,middle road,apartment,2.0,1.0,7,central region,downtown core,bugis,1.29751049338808,103.856297302855,0,1930.0,522.0,527.0,1650000.0
the scotts tower,scotts road,condominium,2.0,2.0,9,central region,newton,cairnhill,1.30999017846252,103.835499682233,0,2016.0,231.0,807.0,3973900.0
uptown @ farrer,2 perumal road ,apartment,5.0,4.0,8,central region,kallang,lavender,1.3129443237366598,103.855634735092,0,2021.0,116.0,1948.0,3608000.0
kovan melody,kovan road,condominium,2.0,2.0,19,north-east region,hougang,kovan,1.3600576929646,103.884105154369,0,2006.0,778.0,904.0,1413500.0
kallang riverside,51 kampong bugis ,apartment,3.0,3.0,12,central region,kallang,kampong bugis,1.30710474181654,103.867087818477,1,2018.0,212.0,1572.0,3652000.0
kingsford waterbay,74 upper serangoon view ,apartment,3.0,2.0,19,north-east region,hougang,kangkar,1.3747206566168002,103.903731742438,0,2016.0,1165.0,893.0,1320000.0
dairy farm residences,10 dairy farm lane ,apartment,3.0,2.0,23,west region,bukit panjang,dairy farm,1.36681596519229,103.775037535579,0,1930.0,460.0,915.0,1610800.0
the glades,12 bedok rise ,condominium,1.0,1.0,16,east region,bedok,bedok south,1.32731725874975,103.948363451956,0,2016.0,726.0,452.0,990000.0
the iveria,kim yam road,apartment,4.0,2.0,9,central region,river valley,institution hill,1.2952856447523702,103.838567440302,1,1960.0,51.0,904.0,2481600.0
adana @ thomson,8 old upper thomson road ,apartment,2.0,2.0,20,north-east region,ang mo kio,sembawang hills,1.3695571491791898,103.827657960529,1,2018.0,74.0,560.0,1098900.0
simei street 1,simei street 1,condominium,2.0,1.0,18,east region,tampines,simei,1.34302556609258,103.951759832167,0,1996.0,1232.0,915.0,1283700.0
spring grove,53 grange road ,condominium,4.0,3.0,10,central region,tanglin,chatsworth,1.29810982307445,103.827712685178,0,1996.0,325.0,1389.0,2475000.0
amber skye,amber road,apartment,4.0,3.0,15,central region,marine parade,marine parade,1.29962978981916,103.898114344383,1,2017.0,109.0,2659.0,5203000.0
newton edge,5 makeway avenue ,apartment,2.0,2.0,9,central region,novena,moulmein,1.3126767573928202,103.842352233114,1,2011.0,104.0,753.0,1428900.0
lumiere,mistri road,apartment,2.0,1.0,2,central region,downtown core,tanjong pagar,1.27426245685335,103.846025087372,0,2010.0,168.0,678.0,1430000.0
city suites,balestier road,apartment,1.0,1.0,12,central region,novena,balestier,1.3212914342901,103.852179456118,1,2017.0,56.0,452.0,990000.0
midwood,10 hillview rise ,condominium,2.0,2.0,23,west region,bukit batok,hillview,1.36410574565492,103.763670992519,0,1930.0,564.0,689.0,1215500.0
va residences,boon teck road,apartment,2.0,1.0,12,central region,novena,balestier,1.32672666436714,103.84968009627,1,2016.0,52.0,624.0,990000.0
marina one residences,21 marina way ,apartment,5.0,5.0,1,central region,downtown core,central subzone,1.27671498507474,103.853326932298,0,2017.0,1042.0,8310.0,22173200.0
cradels,lorong limau,apartment,1.0,1.0,12,central region,novena,balestier,1.32467146475006,103.853910277516,1,2015.0,125.0,441.0,800800.0
novena regency,277 thomson road ,apartment,2.0,1.0,11,central region,novena,moulmein,1.3208582417443102,103.841790678702,1,2015.0,55.0,592.0,1650000.0
hillview green,hume avenue,condominium,3.0,3.0,21,west region,bukit batok,hillview,1.35820450511192,103.764151070734,1,1998.0,400.0,1474.0,1980000.0
cairnhill nine,cairnhill road,apartment,2.0,1.0,9,central region,orchard,somerset,1.30348685424971,103.837444387582,0,2016.0,268.0,969.0,2310000.0
sophia hills,mount sophia,condominium,3.0,2.0,9,central region,rochor,mount emily,1.30178268606854,103.847150912242,0,2018.0,493.0,958.0,2508000.0
seletar park residence,17 seletar road ,condominium,3.0,3.0,28,north-east region,serangoon,seletar hills,1.38653998627,103.869207772374,0,2015.0,276.0,2315.0,2618000.0
marina one residences,21 marina way ,apartment,1.0,1.0,1,central region,downtown core,central subzone,1.27671498507474,103.853326932298,0,2017.0,1042.0,710.0,1848000.0
icon,10 gopeng street ,apartment,2.0,2.0,2,central region,downtown core,tanjong pagar,1.27516997577919,103.844496312645,0,2007.0,646.0,1238.0,2398000.0
soleil @ sinaran,6 sinaran drive ,condominium,2.0,2.0,11,central region,novena,moulmein,1.31943667027954,103.845056202104,0,2011.0,417.0,958.0,2090000.0
goodwood residence,bukit timah road,condominium,3.0,3.0,10,central region,newton,goodwood park,1.31425123117332,103.836041963599,1,2013.0,210.0,2831.0,7785500.0
the m,middle road,apartment,3.0,2.0,7,central region,downtown core,bugis,1.29751049338808,103.856297302855,0,1930.0,522.0,752.0,2370500.0
the jovell,flora drive,condominium,3.0,2.0,17,east region,pasir ris,flora drive,1.35823032280321,103.965573132382,0,1930.0,428.0,904.0,1210000.0
honolulu tower,341 bukit timah road ,apartment,4.0,5.0,10,central region,tanglin,nassim,1.31809073406194,103.831076582966,1,1985.0,30.0,5823.0,15268000.0
north park residences,yishun central 1,apartment,1.0,1.0,27,north region,yishun,yishun central,1.4271730204268198,103.836266579618,0,2018.0,920.0,452.0,825000.0
casa al mare,jalan loyang besar,apartment,2.0,2.0,17,east region,pasir ris,pasir ris park,1.37785629605717,103.957089619973,1,2021.0,49.0,775.0,1457500.0
hedges park condominium,87 flora drive ,condominium,4.0,4.0,17,east region,pasir ris,flora drive,1.35463879164421,103.967836197125,0,2015.0,501.0,1539.0,1859000.0
parc imperial,pasir panjang road,condominium,1.0,1.0,5,central region,queenstown,pasir panjang 1,1.28119672755422,103.783478346718,1,2010.0,138.0,419.0,823800.0
penrose,sims drive,apartment,3.0,2.0,14,central region,geylang,aljunied,1.31941278190941,103.8794959606,0,1960.0,566.0,1184.0,2099900.0
wilshire residences,farrer road,apartment,3.0,2.0,10,central region,tanglin,tyersall,1.3130616127338102,103.80464762708598,1,2010.0,85.0,732.0,1931700.0
the santorini,33 tampines street 86 ,condominium,2.0,2.0,18,east region,tampines,tampines west,1.35210118601274,103.928402731983,0,2017.0,597.0,765.0,979000.0
amber park,18a amber gardens ,condominium,2.0,1.0,15,central region,marine parade,marine parade,1.30037788649789,103.899209385261,1,1930.0,592.0,678.0,1518000.0
klimt cairnhill,cairnhill road,apartment,2.0,2.0,9,central region,newton,cairnhill,1.30896390883059,103.836154325224,1,1930.0,138.0,829.0,3190000.0
tanjong ria condominium,121 tanjong rhu road ,condominium,3.0,3.0,15,central region,kallang,tanjong rhu,1.29662403708868,103.874304548932,0,1997.0,168.0,1400.0,2200000.0
the serennia,pulasan road,apartment,4.0,3.0,15,central region,marine parade,katong,1.31124657407693,103.90601562226,1,2010.0,42.0,1119.0,1760000.0
mountbatten suites,mountbatten road,apartment,1.0,1.0,15,central region,marine parade,katong,1.30326089932611,103.89995137284,1,2012.0,32.0,752.0,902000.0
isuites @ marshall,99 marshall road ,apartment,1.0,1.0,15,central region,marine parade,katong,1.3070645621646295,103.900744955945,1,2012.0,32.0,355.0,693000.0
skyline @ orchard boulevard,angullia park,apartment,5.0,5.0,9,central region,river valley,one tree hill,1.30315428073007,103.829577548446,1,2015.0,40.0,9484.0,59400000.0
the beverly,toh tuck road,apartment,3.0,3.0,21,central region,bukit timah,anak bukit,1.3393339404196298,103.767330021841,1,2012.0,118.0,2689.0,3685000.0
emerald apartments,emerald hill road,apartment,3.0,3.0,9,central region,newton,cairnhill,1.3051412274372098,103.839658737676,1,1960.0,4.0,1173.0,2640000.0
provence residence,35 canberra crescent ,executive condominium,4.0,3.0,27,north region,sembawang,sembawang east,1.4484828125566205,103.827500614159,0,2015.0,413.0,1399.0,1648900.0
reflections at keppel bay,21 keppel bay view ,condominium,4.0,4.0,4,central region,bukit merah,maritime square,1.26557373647429,103.810316696338,0,2011.0,1129.0,3229.0,9207000.0
reflections at keppel bay,keppel bay view,condominium,4.0,4.0,4,central region,bukit merah,maritime square,1.26816216653267,103.814379904552,0,2011.0,1129.0,2088.0,4510000.0
sloane residences,17 balmoral road ,apartment,2.0,2.0,10,central region,tanglin,nassim,1.31568887219293,103.832317948898,1,2021.0,52.0,743.0,2679600.0
mooi residences,holland road,apartment,2.0,2.0,10,central region,bukit timah,leedon park,1.31257730599051,103.79835625246,1,1930.0,24.0,667.0,1717000.0
alba,cairnhill rise,apartment,5.0,5.0,9,central region,newton,cairnhill,1.3074153524008705,103.83971731014,1,2015.0,50.0,6437.0,29150000.0
lakeside tower,yuan ching road,apartment,6.0,2.0,22,west region,jurong east,lakeside (leisure),1.33728050799228,103.725473335024,0,1981.0,144.0,1981.0,1848000.0
the sail @ marina bay,4 marina boulevard ,apartment,1.0,1.0,1,central region,downtown core,central subzone,1.28076943504219,103.852658562152,0,2008.0,1111.0,667.0,1430000.0
affinity at serangoon,serangoon north avenue 1,apartment,3.0,2.0,19,north-east region,serangoon,serangoon garden,1.36629534739616,103.874480824591,0,2015.0,1052.0,893.0,1691800.0
thomson impressions,lorong puntong,apartment,2.0,2.0,20,central region,bishan,upper thomson,1.35982507427437,103.829708863142,0,2018.0,288.0,732.0,1430000.0
meyer mansion,meyer road,apartment,3.0,2.0,15,central region,marine parade,mountbatten,1.29647219511777,103.891034649257,1,1930.0,200.0,1109.0,3083300.0
amber park,amber gardens,condominium,5.0,4.0,15,central region,marine parade,marine parade,1.3004682373456,103.899919640176,1,1986.0,592.0,2045.0,5281000.0
marina one residences,marina way,apartment,1.0,1.0,1,central region,downtown core,central subzone,1.27671498507474,103.853326932298,0,2017.0,1042.0,721.0,1958000.0
draycott drive,7 draycott drive ,condominium,3.0,4.0,10,central region,newton,orange grove,1.30885156857649,103.830795944014,1,2006.5,134.0,2020.0,5500000.0
reignwood hamilton scotts,37 scotts road ,apartment,3.0,4.0,9,central region,newton,newton circus,1.31141379857615,103.83596636492202,1,2012.0,56.0,2756.0,10230000.0
hillsta,phoenix road,condominium,1.0,1.0,23,west region,bukit batok,gombak,1.37636681424593,103.757223707803,0,2016.0,416.0,528.0,770000.0
pullman residences newton,18 dunearn road ,apartment,1.0,1.0,11,central region,novena,moulmein,1.31467262956125,103.839010845653,1,1930.0,340.0,463.0,1567500.0
the woodleigh residences,31 bidadari park drive ,apartment,3.0,2.0,13,central region,toa payoh,bidadari,1.33915315426573,103.872040461092,0,1960.0,667.0,1076.0,2308900.0
mori,guillemard road,apartment,2.0,2.0,14,central region,geylang,aljunied,1.31131219787605,103.882972095616,1,2017.0,137.0,710.0,1422300.0
uptown @ farrer,2 perumal road ,apartment,3.0,2.0,8,central region,kallang,lavender,1.3129443237366598,103.855634735092,0,2021.0,116.0,700.0,1503700.0
one-north eden,10 slim barracks rise ,apartment,5.0,3.0,5,central region,queenstown,one north,1.3034460248358002,103.789068096096,0,1930.0,165.0,1399.0,2761000.0
the taipan,25 jalan hajijah ,apartment,3.0,2.0,16,east region,bedok,bayshore,1.31230752039196,103.934927867972,1,2003.0,26.0,1776.0,2310000.0
lush acres,7 fernvale close ,executive condominium,4.0,3.0,28,north-east region,sengkang,fernvale,1.39473217511958,103.879608755657,0,2016.0,380.0,1238.0,1485000.0
the greenwich,seletar road,condominium,1.0,1.0,28,north-east region,serangoon,seletar hills,1.38718841691871,103.869337214926,0,2014.0,319.0,602.0,814000.0
guillemard edge,lorong 30 geylang,apartment,1.0,1.0,14,central region,geylang,aljunied,1.31200443744473,103.885949377155,1,2014.0,275.0,441.0,737000.0
the florence residences,hougang avenue 2,apartment,1.0,1.0,19,north-east region,hougang,kovan,1.36721571020099,103.887069987475,0,1930.0,1410.0,484.0,1013100.0
the crest,prince charles crescent,condominium,3.0,2.0,3,central region,bukit merah,alexandra north,1.29269478978815,103.820411467009,0,2017.0,469.0,1184.0,2970000.0
icon,gopeng street,apartment,1.0,1.0,2,central region,downtown core,tanjong pagar,1.27516997523174,103.844496312645,0,2007.0,646.0,872.0,1628000.0
parc clematis,6 jalan lempeng ,apartment,5.0,5.0,5,west region,clementi,faber,1.3178794004561398,103.760054234833,0,1930.0,1468.0,1711.0,3465000.0
the watergardens at canberra,31 canberra drive ,apartment,2.0,1.0,27,north region,sembawang,sembawang springs,1.4395832057221898,103.828576870593,0,1930.0,448.0,678.0,1115400.0
domus,irrawaddy road,apartment,1.0,1.0,12,central region,novena,balestier,1.32571303801229,103.845508907095,1,2012.0,104.0,474.0,1012000.0
reflections at keppel bay,1 keppel view ,condominium,3.0,3.0,4,central region,bukit merah,maritime square,1.26816216653267,103.814379904552,0,2011.0,1129.0,1600.0,2948000.0
thomson impressions,lorong puntong,apartment,1.0,1.0,20,central region,bishan,upper thomson,1.35982507427437,103.829708863142,0,2018.0,288.0,463.0,880000.0
aston mansions,7 lorong 42 geylang ,apartment,3.0,3.0,14,central region,geylang,aljunied,1.31393251470132,103.890612644048,0,1998.0,159.0,1195.0,1408000.0
seahill,97 west coast crescent ,condominium,4.0,4.0,5,west region,clementi,clementi west,1.29897499998973,103.76478395053302,0,2016.0,478.0,3649.0,4294800.0
the avenir,8 river valley close ,condominium,1.0,1.0,9,central region,river valley,institution hill,1.29474075956073,103.836583709306,1,2011.0,376.0,527.0,1581800.0
the montana,jalan mutiara,apartment,1.0,1.0,10,central region,tanglin,chatsworth,1.2962220784416298,103.82908544855,1,2002.0,108.0,549.0,1375000.0
parc olympia,66 flora drive ,condominium,4.0,2.0,17,east region,pasir ris,flora drive,1.3558859934741003,103.965304613692,0,2015.0,486.0,797.0,957000.0
neem tree,jalan kemaman,apartment,1.0,1.0,12,central region,novena,balestier,1.32736646893517,103.851568376064,1,2018.0,84.0,452.0,968000.0
the cascadia,945 bukit timah road ,condominium,1.0,1.0,21,central region,bukit timah,holland road,1.33393761664785,103.787543432643,1,2010.0,536.0,570.0,1298000.0
nyon,12 amber road ,apartment,2.0,2.0,15,central region,marine parade,marine parade,1.29980838493639,103.898492758597,1,2021.0,92.0,818.0,1980000.0
normanton park,normanton park,apartment,1.0,1.0,5,central region,queenstown,kent ridge,1.28749505390492,103.793610594541,0,1930.0,1862.0,527.0,1097700.0
the line @ tanjong rhu,tanjong rhu road,condominium,3.0,2.0,15,central region,kallang,tanjong rhu,1.2984373006061298,103.884408021083,1,2016.0,130.0,1055.0,2539200.0
skysuites@anson,enggor street,apartment,1.0,1.0,2,central region,downtown core,tanjong pagar,1.2746439780471102,103.844741587315,0,2014.0,360.0,365.0,933900.0
marina one residences,23 marina way ,apartment,3.0,2.0,1,central region,downtown core,central subzone,1.2772242561628302,103.853694940241,0,2017.0,1042.0,1173.0,3236600.0
ardmore ii,ardmore park,condominium,4.0,3.0,10,central region,newton,orange grove,1.3098017858050002,103.827540183798,1,2010.0,118.0,2023.0,6380000.0
parc clematis,6 jalan lempeng ,apartment,3.0,2.0,5,west region,clementi,faber,1.3178794004561398,103.760054234833,0,1930.0,1468.0,829.0,1448700.0
provence residence,31 canberra crescent ,condominium,3.0,4.0,27,north region,sembawang,sembawang east,1.44870040728421,103.82718890606002,0,2015.0,413.0,1249.0,1650000.0
kim keat house,kim keat road,apartment,3.0,2.0,12,central region,novena,balestier,1.3253776652303,103.854016025818,1,1999.0,27.0,1087.0,1320000.0
mayfair modern,6 rifle range road ,condominium,1.0,1.0,21,central region,bukit timah,swiss club,1.33754381802021,103.781458683883,0,1975.5,171.0,624.0,1324400.0
nottinghill suites,toh tuck road,apartment,1.0,2.0,21,central region,bukit timah,anak bukit,1.3388539089783702,103.769182996429,1,2014.0,124.0,527.0,1031800.0
people's park complex,1 park road ,apartment,4.0,3.0,1,central region,outram,people's park,1.28404487854559,103.842590753293,0,1972.0,291.0,1173.0,1496000.0
marina one residences,marina way,apartment,2.0,2.0,1,central region,downtown core,central subzone,1.27671498507474,103.853326932298,0,2017.0,1042.0,1173.0,3234000.0
the hacienda,1 hacienda grove ,condominium,4.0,3.0,15,east region,bedok,frankel,1.31371146216196,103.926782371376,1,1986.0,109.0,1894.0,3278000.0
la mariposa,mangis road,apartment,2.0,2.0,15,central region,geylang,geylang east,1.31270763418218,103.904671198022,1,2021.0,17.0,689.0,1450900.0
eco,bedok south avenue 3,condominium,2.0,2.0,16,east region,bedok,bedok south,1.32424062857487,103.945166152749,0,2017.0,748.0,1011.0,1760000.0
duo residences,1 fraser street ,apartment,2.0,2.0,7,central region,downtown core,bugis,1.29916295967817,103.857859536947,0,2017.0,660.0,1012.0,2530000.0
the oceanfront @ sentosa cove,295 ocean drive ,condominium,2.0,2.0,4,central region,southern islands,sentosa,1.2445156901123702,103.842176317138,0,2010.0,264.0,1217.0,2420000.0
adana @ thomson,12 old upper thomson road ,apartment,4.0,2.0,20,north-east region,ang mo kio,sembawang hills,1.36947811771934,103.828075337923,1,2018.0,74.0,947.0,1925000.0
the iveria,kim yam road,apartment,3.0,2.0,9,central region,river valley,institution hill,1.2952856447523702,103.838567440302,1,1960.0,51.0,904.0,2481600.0
clavon,clementi avenue 1,apartment,4.0,3.0,5,west region,clementi,clementi woods,1.30891243803731,103.76705513582,0,1930.0,640.0,1281.0,2087800.0
smart suites,sims avenue,apartment,2.0,2.0,14,central region,geylang,aljunied,1.31514448371947,103.884050282732,1,2014.0,72.0,765.0,1416800.0
brookvale drive,brookvale drive,condominium,2.0,1.0,21,west region,clementi,sunset way,1.33102936528877,103.767519926051,1,1930.0,660.0,700.0,1543300.0
d'mira,31 boon teck ,apartment,5.0,3.0,12,central region,novena,balestier,1.32751838640442,103.849853998922,1,2013.0,65.0,1507.0,2530000.0
royalgreen,anamalai avenue,condominium,4.0,4.0,10,central region,bukit timah,holland road,1.33161839267294,103.794252400987,1,2021.0,285.0,1259.0,3740000.0
15 holland hill,15 holland hill ,apartment,2.0,3.0,10,central region,bukit timah,leedon park,1.30964956283877,103.800870514368,1,1930.0,57.0,1292.0,4333100.0
amber park,amber gardens,condominium,3.0,2.0,15,central region,marine parade,marine parade,1.3004682373456,103.899919640176,1,1986.0,592.0,1270.0,3201900.0
